"id","Q1Pur","Q2Aw_1","Q2Aw_2","Q2Aw_3","Q2Aw_4","Q2Aw_5","Q2Aw_6","Q2Aw_7","Q2Aw_8","Q2Aw_9","Q2Aw_10","Q2Aw_11","Q3Pi_r1","Q3Pi_r2","Q3Pi_r3","Q3Pi_r4","Q3Pi_r5","Q3Pi_r6","Q3Pi_r7","Q3Pi_r8","Q3Pi_r9","Q3Pi_r10","Q4CredL_r1","Q4CredL_r2","Q4CredL_r3","Q4CredL_r4","Q5CredG_r1","Q5CredG_r2","Q5CredG_r3","Q5CredG_r4","Q6CredT_r1","Q6CredT_r2","Q6CredT_r3","Q6CredT_r4","Q7Belief","Q8Myst","Q9Myst","Q10Myst","Q11Myst","Q12Myst","Q13Opti_r1","Q13Opti_r2","Q13Opti_r3","Q13Opti_r4","Q13Opti_r5","Q13Opti_r6","Q13Opti_r7","Q13Opti_r8","Q13Opti_r9","Q14Demo","Q15Demo","Q16Demo","Q17Demo","Q18Demo","Q19Demo","Q20Demo","Q21Demo","Q22Demo","Q23Com"
965,3,1,1,1,1,1,1,0,1,1,1,0,6,6,6,7,6,4,2,5,4,5,6,6,7,6,5,5,5,4,6,6,6,6,2,2,"",NA,"",2,5,6,6,6,6,6,6,6,6,1,32,"Turkey",1,2,1,4,1,2,""
967,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,3,2,"",NA,"",1,7,7,7,7,7,6,6,1,7,1,59,"Germany",1,6,3,3,1,2,""
968,2,1,0,0,1,0,0,0,0,1,0,0,4,2,4,4,4,2,2,4,2,4,6,6,6,5,5,5,6,4,6,6,6,6,1,2,"",NA,"",1,6,7,7,6,4,6,6,6,7,1,24,"Germany",1,1,2,4,1,1,""
970,1,1,0,1,1,0,0,1,0,0,0,0,5,4,5,5,4,4,5,4,5,4,4,5,6,4,4,4,4,4,4,4,5,4,3,2,"",NA,"",1,5,3,2,5,7,3,4,5,3,1,23,"Vietnam",1,1,1,4,1,2,""
971,1,1,1,1,0,1,1,0,0,1,1,0,3,2,2,1,1,2,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,7,6,6,7,6,6,7,7,7,1,55,"United Kingdom",3,4,3,4,2,2,""
973,1,1,1,1,1,1,1,0,1,1,1,0,4,3,3,1,1,1,1,1,2,2,4,4,2,4,4,4,2,4,2,2,2,4,2,2,"",NA,"",2,6,6,6,7,6,6,6,6,6,1,26,"Germany",1,1,4,4,1,1,""
974,1,1,0,0,1,1,1,0,0,1,1,0,3,1,2,3,1,4,1,3,3,3,4,4,5,3,6,5,5,5,6,5,6,6,1,1,"Mystery Boxes on eBay/Amazon, Surprise flights by airlines (e.g. Eurowings, Lufthansa)",1,"Mystery flight of Lufthansa, with the possibility of getting 1 out of around 15 possible routes",1,6,6,7,6,7,5,5,6,6,2,25,"Germany",1,3,1,4,1,1,""
975,1,1,1,1,1,1,1,1,1,1,1,0,7,7,6,7,7,4,5,6,2,2,6,6,6,6,5,5,5,5,7,6,7,6,3,1,"Wundertüten",1,"Wundertüte",1,7,5,6,6,5,5,5,3,5,1,28,"Germany",1,2,1,5,1,2,""
976,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,4,6,4,4,4,6,4,4,4,6,4,3,1,"surprise boxes with different products inside although I`m not sure if brands are known beforehand.",2,"",1,7,6,7,7,6,4,7,6,6,1,24,"Poland",1,1,4,4,1,1,""
977,1,1,1,1,1,0,1,0,1,1,0,0,7,4,6,5,4,6,4,6,5,4,7,7,7,4,5,6,6,4,6,6,6,4,2,1,"In Taiwan there are numerous examples, in which a variety of goods unknown to the customers are sold together in a bag called """"福袋"""". Oftentimes, the price are fixed but the goods vary.",2,"",1,4,3,6,3,2,2,1,2,3,2,28,"Taiwan",2,2,4,5,1,1,""
978,2,1,0,0,0,1,0,0,0,0,0,0,7,3,3,3,6,3,5,1,1,1,5,4,6,6,5,3,2,6,4,4,4,4,3,2,"",NA,"",2,6,4,6,4,4,3,7,3,2,2,22,"France",3,1,4,4,1,1,""
979,2,1,1,1,1,1,1,0,1,1,1,0,6,6,6,5,4,6,3,3,3,5,6,6,6,5,5,4,4,4,6,6,6,6,1,2,"",NA,"",1,5,6,5,7,5,6,6,7,5,1,49,"Turkey",3,2,4,2,2,2,""
980,1,1,0,0,1,1,0,0,0,0,0,0,7,2,2,5,7,2,2,2,2,2,7,7,7,7,4,4,4,4,6,6,6,6,1,2,"",NA,"",2,7,6,5,5,7,6,4,7,6,2,58,"Turkey",3,3,3,2,2,2,""
982,2,1,0,0,1,1,1,0,0,0,0,0,6,1,5,5,4,6,1,4,2,2,7,6,7,4,4,4,5,4,6,5,6,4,3,1,"Glossy Box",2,"",2,6,6,3,6,3,5,6,6,5,1,24,"Germany",2,3,2,4,1,2,""
983,1,1,1,1,1,1,1,0,1,1,1,0,7,7,7,7,7,7,1,7,2,2,7,7,7,1,7,7,7,1,7,7,7,1,3,1,"Outfittery",2,"",1,7,7,5,7,7,7,7,7,7,2,29,"India",1,2,1,5,1,2,"way too long. Should be a more concise survey"
985,2,1,1,1,1,1,1,0,0,1,0,0,5,3,3,3,3,3,3,1,1,1,4,4,5,4,4,4,4,4,4,5,5,5,2,2,"",NA,"",2,6,5,6,6,6,5,7,6,6,1,24,"Denmark",2,3,2,4,2,1,""
989,1,1,0,0,1,0,0,0,0,1,1,0,6,3,4,6,3,3,5,3,4,3,6,5,6,5,4,4,4,4,6,6,6,6,1,2,"",NA,"",1,5,5,3,5,2,4,4,5,5,1,16,"Germany",3,3,1,2,2,2,""
992,1,1,1,1,0,0,0,0,0,0,0,0,7,7,7,5,5,5,5,5,5,5,7,7,7,7,4,4,4,4,4,5,4,5,3,2,"",NA,"",1,6,6,6,7,6,6,6,6,6,1,22,"India",1,1,4,4,1,1,""
993,3,1,0,0,1,1,1,1,1,1,1,0,6,2,2,5,2,4,3,2,2,3,7,7,7,7,4,4,5,5,6,6,6,6,1,1,"MysteryBox",2,"",2,6,6,6,5,6,5,4,6,5,1,21,"Bulgaria",1,1,4,2,1,1,""
995,1,1,0,0,1,1,0,0,0,1,1,0,7,3,3,7,6,2,1,2,3,5,7,7,7,7,4,1,3,2,4,5,6,6,3,1,"Mystery boxes",2,"",2,6,6,5,4,7,6,5,7,5,2,23,"Bulgaria",1,1,1,2,1,1,""
997,1,1,1,1,0,0,0,0,0,1,0,0,1,4,3,1,3,1,1,1,4,4,4,4,5,5,4,4,4,5,4,5,5,5,2,1,"Advent calendar by amorelie",2,"",2,4,2,5,3,5,4,5,5,2,2,28,"Germany",1,1,4,4,1,1,""
999,2,1,0,0,0,0,0,1,1,0,1,0,4,4,6,5,4,6,3,2,4,4,5,5,6,5,6,4,3,5,5,5,6,6,3,2,"",NA,"",1,5,5,7,5,7,5,5,6,6,1,23,"Bulgaria",1,1,4,4,1,1,""
1002,1,1,0,0,1,1,1,1,0,0,1,0,4,3,1,4,4,3,4,2,4,4,5,5,5,4,4,4,5,4,5,5,5,5,1,2,"",NA,"",2,5,5,6,3,5,5,5,4,3,1,22,"Bulgaria",3,1,2,2,1,1,""
1003,2,1,1,1,1,1,1,0,1,1,1,0,6,4,1,6,7,4,2,7,5,5,6,6,6,5,6,6,6,6,7,6,6,6,3,2,"",NA,"",2,7,7,5,7,3,6,5,7,6,1,21,"Bulgaria",1,1,2,2,1,1,""
1004,2,1,0,1,1,1,1,0,1,1,1,0,2,1,3,2,3,4,1,5,4,3,6,4,6,3,6,5,6,6,6,4,6,6,3,1,"Goodbox for example. Such kind of boxes usually contain different natural skincare products and sometimes food.",2,"",1,6,5,6,5,6,5,5,6,6,1,23,"Bulgaria",1,1,4,2,1,1,""
1005,2,1,0,0,0,0,0,0,0,1,1,0,4,1,1,2,3,1,4,1,4,5,6,5,6,4,4,5,4,4,6,6,5,4,3,2,"",NA,"",2,7,6,6,6,7,6,3,6,7,2,23,"Bulgaria",1,1,1,4,1,2,"I wish you lots of success when analysing the data, Mr 126!"
1006,1,1,1,0,1,0,0,0,0,1,1,0,2,1,1,2,1,1,1,1,2,2,6,6,6,6,4,4,4,4,5,6,6,5,3,2,"",NA,"",2,7,6,6,7,5,3,7,5,6,2,25,"Germany",2,1,2,4,2,1,""
1007,1,1,1,1,1,1,1,0,1,1,1,0,6,2,6,2,1,2,1,1,1,3,7,7,7,4,4,4,4,1,4,3,2,2,3,2,"",NA,"",2,6,4,7,7,5,6,5,6,4,2,24,"France",1,1,2,5,1,1,""
1009,2,1,0,0,1,0,0,0,1,0,0,0,6,1,2,6,7,1,2,6,3,3,7,6,6,6,5,5,5,5,7,7,7,7,3,2,"",NA,"",2,7,7,7,7,6,6,6,6,7,1,21,"Bulgaria",1,1,2,2,1,1,""
1010,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,4,4,4,4,4,4,4,4,2,2,"",NA,"",2,4,4,5,7,5,7,7,4,4,2,36,"Thailand",3,2,3,5,1,2,""
1012,1,1,0,0,0,1,1,0,0,1,0,0,2,2,4,2,2,3,5,4,3,4,6,5,6,6,6,6,6,6,6,6,6,6,1,2,"",NA,"",1,6,6,6,6,7,6,6,6,5,1,24,"Iran",2,1,2,4,1,1,"255"
1013,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,3,3,4,4,4,5,2,2,2,2,5,5,6,6,3,2,"",NA,"",2,6,3,4,7,6,2,6,5,6,1,65,"Germany",2,2,5,5,1,2,""
1014,1,1,0,0,1,0,0,0,0,0,1,0,7,2,2,6,6,5,2,6,3,6,6,6,7,6,6,6,6,6,6,6,6,6,3,1,"Mystery box from Ebay",2,"",2,7,6,6,5,5,5,6,5,6,1,23,"Bulgaria",3,1,2,4,1,2,""
1015,2,0,1,1,1,1,0,1,1,1,1,0,5,2,2,3,4,2,3,5,5,2,6,6,6,6,5,4,6,4,5,4,5,6,3,1,"A wide number of Subscription Boxes",2,"",1,6,6,4,6,6,4,5,5,4,1,24,"Bulgaria",1,1,2,4,1,1,""
1018,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,1,1,1,1,1,6,2,4,4,4,4,2,2,2,2,1,1,1,1,3,1,"Cosmetics",2,"",2,6,4,6,6,6,5,5,6,5,1,32,"Germany",3,2,1,5,1,1,""
1019,2,1,0,0,1,1,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,7,6,7,6,1,2,"",NA,"",1,4,3,3,5,5,6,6,6,2,1,23,"Germany",1,1,4,2,1,1,""
1020,2,1,0,1,1,1,1,0,1,1,1,0,4,2,4,6,4,3,2,3,3,4,4,5,4,5,4,5,4,5,6,6,5,6,2,2,"",NA,"",1,7,6,7,7,5,6,6,6,5,2,25,"Bulgaria",1,3,1,4,1,1,""
1021,1,1,0,0,0,0,0,0,0,1,0,0,6,2,2,2,2,2,1,2,4,2,6,7,6,6,4,4,3,3,4,4,5,6,2,2,"",NA,"",2,7,7,7,7,7,7,7,7,7,2,23,"Bulgaria",1,1,4,4,1,1,"Very cool 😎 servey"
1022,2,0,0,0,1,0,0,1,0,0,0,0,5,3,5,3,3,3,7,4,6,4,6,6,6,6,6,4,6,6,7,7,7,7,1,2,"",NA,"",2,6,7,5,4,7,6,6,5,6,1,23,"Germany",1,1,4,2,1,2,""
1024,1,1,0,1,1,1,1,0,1,0,1,0,7,3,5,7,6,7,4,5,2,6,6,6,7,7,5,6,5,5,7,6,6,6,2,1,"I have not used this kind of service yet.",2,"",1,7,6,6,7,6,5,5,6,6,2,20,"Bulgaria",3,1,3,2,1,1,""
1028,1,1,0,1,1,1,0,0,1,1,1,0,3,1,2,2,2,1,1,1,4,3,6,6,7,7,4,6,6,6,4,4,6,6,3,2,"",NA,"",2,6,6,6,6,6,6,7,6,6,1,30,"Belgium",3,3,1,4,2,2,""
1029,1,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,4,4,6,4,4,4,3,4,4,4,6,6,1,2,"",NA,"",2,5,4,5,5,2,6,5,1,3,2,25,"Belgium",2,1,2,4,2,2,""
1030,2,1,0,1,0,0,0,0,0,0,0,0,6,1,6,2,1,1,1,2,1,1,6,6,6,6,5,5,5,5,5,5,5,5,3,2,"",NA,"",1,6,6,2,6,6,5,6,6,6,1,27,"Belgium",1,2,1,5,1,2,""
1031,3,1,1,0,1,0,0,0,1,1,1,0,4,3,1,5,1,1,1,1,6,4,5,6,6,5,4,4,4,4,6,6,6,6,3,2,"",NA,"",2,4,6,5,6,4,5,5,5,4,1,18,"Vietnam",3,1,2,2,1,1,""
1032,1,1,0,1,1,0,1,1,1,1,1,0,5,1,1,5,1,6,5,3,5,6,7,7,7,7,6,5,7,6,6,6,6,5,3,1,"-",2,"",1,7,7,6,6,6,6,6,6,6,1,24,"Russian Federation",1,1,4,4,1,1,""
1037,1,1,1,1,1,1,1,1,1,1,1,0,3,1,2,1,2,2,3,3,1,2,6,6,6,6,6,6,6,6,6,6,6,6,1,2,"",NA,"",2,5,6,5,6,4,6,6,6,6,1,28,"United States",1,1,2,5,1,1,""
1038,1,1,1,1,1,1,1,1,1,1,1,0,7,6,7,4,6,6,5,3,3,4,7,6,7,6,4,4,6,3,4,3,4,4,3,2,"",NA,"",1,6,6,4,6,5,6,7,5,5,2,33,"Russian Federation",3,2,1,2,2,2,""
1040,1,1,0,0,0,0,0,0,0,0,0,0,7,5,4,6,4,4,5,4,4,3,7,7,7,7,5,5,3,5,7,7,7,7,1,2,"",NA,"",2,7,7,7,4,6,7,7,7,6,1,38,"Russian Federation",3,3,1,5,2,2,""
1043,1,1,1,1,1,1,1,0,1,1,1,0,5,6,5,1,3,1,1,1,3,5,6,4,6,6,4,4,4,4,6,6,6,5,2,1,"- Überraschungsei -Yu-Gi-Oh cards -",1,"Überraschungsei Yu-Gi-Oh",1,5,5,4,6,6,7,6,6,5,2,24,"Germany",1,1,4,4,1,1,""
1044,2,1,1,1,1,1,1,1,1,1,1,0,6,2,4,5,5,5,5,2,2,2,6,6,6,5,4,4,4,4,6,6,6,6,1,1,"dm Box",2,"",1,6,6,5,6,6,6,6,6,6,2,23,"Germany",1,1,2,4,1,1,""
1045,1,1,0,0,1,1,0,0,1,1,1,0,5,1,1,1,1,1,1,3,1,1,4,2,5,2,4,2,7,5,4,2,2,3,2,2,"",NA,"",1,3,5,5,5,7,5,5,6,5,1,22,"Germany",3,3,4,2,1,1,""
1046,1,1,1,1,1,1,1,1,1,1,1,0,4,4,4,2,3,2,2,1,2,2,6,6,6,6,3,4,4,4,2,2,3,5,3,2,"",NA,"",2,5,6,7,6,6,6,7,5,5,1,30,"Russian Federation",2,2,3,4,2,2,""
1048,1,1,1,1,1,1,1,1,1,1,1,0,4,5,3,3,3,3,3,3,3,4,4,4,5,5,4,4,4,5,6,4,4,5,3,2,"",NA,"",2,5,5,3,6,6,6,6,4,6,1,23,"Germany",1,1,4,4,1,1,""
1049,2,1,0,0,1,0,0,0,0,0,0,0,4,3,1,4,1,1,2,1,1,2,4,6,6,4,4,4,4,4,5,6,6,6,2,2,"",NA,"",2,7,7,6,7,5,4,5,6,6,2,28,"Syria",1,1,2,4,1,1,""
1050,2,1,0,0,0,0,0,0,0,1,1,0,6,3,2,3,2,2,2,1,5,5,5,6,6,6,4,4,4,4,5,5,6,5,3,2,"",NA,"",2,6,6,5,6,5,5,4,6,6,1,23,"Germany",2,2,2,2,2,1,""
1051,2,1,1,1,1,0,0,0,0,0,0,0,5,3,6,3,2,3,2,2,3,2,7,6,6,5,2,3,4,3,6,6,6,5,3,1,"Oreo",2,"",2,6,6,6,6,6,5,6,6,5,1,22,"Russian Federation",3,2,3,4,1,1,""
1052,1,1,1,1,1,1,1,1,1,1,1,0,6,2,3,6,2,5,2,3,2,1,7,6,6,7,6,6,6,7,6,6,7,7,3,1,"Ipsy",1,"Ipsy (makeup)",1,6,5,5,6,4,4,4,4,4,1,26,"Kazakhstan",1,1,4,4,1,1,""
1054,1,1,0,1,1,1,1,0,1,1,1,0,6,1,2,4,2,2,1,3,4,6,6,6,6,7,4,4,5,4,6,5,6,4,3,2,"",NA,"",1,6,5,5,6,3,3,4,4,4,1,23,"China",2,2,2,4,1,1,""
1056,1,1,1,1,1,0,0,0,0,0,0,0,6,1,3,1,1,1,1,4,1,1,5,7,6,4,4,3,4,4,3,2,3,2,2,2,"",NA,"",2,7,7,4,5,5,2,6,5,4,2,22,"Russian Federation",1,1,4,4,1,1,""
1057,1,1,0,0,0,1,0,0,0,0,0,0,6,2,3,4,3,3,3,3,4,4,5,5,6,6,5,5,6,4,5,5,6,5,3,2,"",NA,"",1,6,6,6,6,5,6,5,6,6,1,20,"Germany",1,2,1,2,1,1,""
1058,2,1,1,0,1,1,1,0,1,1,1,0,4,3,2,5,2,6,2,6,7,6,6,6,7,7,7,6,5,5,7,7,7,7,2,2,"",NA,"",1,6,5,6,7,6,6,6,6,5,1,26,"Armenia",3,1,4,5,1,1,""
1060,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,2,5,6,6,5,5,5,5,5,5,4,6,4,2,2,"",NA,"",2,4,5,7,5,6,5,5,6,5,1,21,"Kazakhstan",1,1,4,4,2,1,""
1062,1,1,1,1,1,1,1,0,1,1,1,0,5,3,3,5,4,5,2,3,4,4,5,5,6,6,4,3,6,5,6,6,6,6,3,1,"I have heard about the concept for price determination, not concrete products/brands",2,"",1,6,7,7,6,7,6,6,5,6,1,21,"Ukraine",1,1,2,4,1,1,""
1064,1,0,0,0,0,0,0,0,0,0,0,1,5,2,5,4,4,2,1,2,4,3,5,5,7,7,3,4,2,3,4,3,5,5,3,1,"Books, underwear, food",2,"",1,6,7,5,6,4,5,6,7,7,2,21,"Bulgaria",2,2,1,4,1,1,""
1066,1,1,1,1,1,1,1,1,1,1,1,0,6,3,3,5,2,1,3,5,5,4,6,6,6,3,5,4,5,4,5,6,5,6,3,2,"",NA,"",2,6,6,6,6,6,6,5,6,5,2,25,"Austria",1,1,2,4,1,1,""
1067,2,1,0,0,1,0,1,1,1,0,0,0,2,2,2,3,2,6,6,2,1,2,3,3,5,2,3,3,3,2,2,2,2,2,3,2,"",NA,"",1,7,7,7,2,6,5,7,7,5,1,24,"Russian Federation",3,2,3,4,2,2,""
1070,1,1,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,6,6,6,4,4,4,4,4,4,5,5,5,2,2,"",NA,"",1,6,6,6,6,5,3,5,5,6,1,25,"Germany",2,5,1,4,2,1,""
1073,1,1,1,1,1,1,1,0,1,1,1,0,7,3,7,3,3,3,5,3,4,5,7,6,6,6,4,4,5,4,3,3,4,5,3,2,"",NA,"",2,6,6,6,7,7,7,6,7,6,1,27,"Romania",2,2,2,4,2,1,""
1076,1,1,1,1,1,1,1,0,0,1,1,0,3,1,2,2,2,1,1,1,2,1,6,5,5,5,4,4,4,4,4,5,5,4,2,2,"",NA,"",2,6,2,6,2,5,5,6,5,3,2,59,"Germany",1,1,1,3,1,2,"Something else that I've learned. Very interesting."
1077,2,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,1,1,1,1,1,1,6,6,6,6,6,6,6,6,4,4,4,4,1,1,"UK based mystery shopper for the purpose of stats",2,"",2,5,6,2,4,6,7,6,5,6,1,60,"United Kingdom",3,3,1,3,2,2,""
1079,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,6,1,1,1,1,2,6,5,6,5,4,4,4,4,5,5,5,5,3,1,"I know some kind of mystery game bundle. It got removed 2 months ago... anyway: you were able to buy a game bundle for round about 12$ where you could get games with a total value of about 120$ - sometimes you got some gems, sometimes there was trash only.",1,"The game bundle I described previously.",1,3,5,4,7,5,6,6,5,3,2,24,"Germany",2,2,2,2,2,1,""
1080,1,1,1,0,0,0,0,0,0,0,0,0,6,6,1,1,1,1,1,1,1,1,6,5,6,5,4,4,4,4,5,4,4,5,3,2,"",NA,"",1,4,2,4,3,5,4,2,3,4,2,53,"Germany",1,1,4,2,1,2,""
1082,2,1,0,0,0,0,0,0,0,1,0,0,6,1,3,1,1,1,1,1,6,3,5,5,5,5,4,4,4,4,3,3,3,3,3,2,"",NA,"",2,2,6,4,4,5,5,5,5,5,1,37,"Germany",2,5,1,5,2,2,""
1083,3,0,0,0,0,0,0,0,0,0,0,1,5,1,6,2,2,1,1,1,1,1,6,6,6,6,6,2,3,2,6,6,6,6,1,2,"",NA,"",1,6,1,6,6,6,2,6,6,1,2,21,"Afghanistan",1,1,1,2,1,2,""
1085,2,1,0,0,1,1,1,1,1,1,1,0,7,2,2,7,5,4,5,7,4,3,6,6,7,6,6,6,6,6,6,5,6,6,3,2,"",NA,"",1,6,5,6,6,5,2,6,5,5,1,24,"Germany",1,1,4,2,1,1,""
1086,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,4,4,4,4,6,5,2,2,"",NA,"",2,6,5,4,6,6,6,5,6,6,2,22,"Turkey",3,2,2,4,1,1,""
1088,2,1,0,1,1,0,1,0,0,0,0,0,6,3,6,7,6,6,4,5,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,2,"",NA,"",2,6,6,5,7,5,3,6,6,6,2,27,"Germany",1,3,1,5,1,1,""
1090,2,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,6,5,6,6,6,5,6,5,6,4,4,4,4,4,4,4,4,2,2,"",NA,"",2,5,6,6,5,7,6,6,6,5,2,28,"Egypt",3,1,3,5,1,2,""
1092,1,1,1,1,1,1,1,0,0,1,1,0,5,5,2,2,2,2,2,2,2,2,5,6,7,7,4,4,4,4,5,5,5,3,3,2,"",NA,"",2,5,5,6,6,5,5,3,6,5,2,29,"Germany",2,2,1,5,2,2,""
1094,2,1,0,0,1,0,0,0,0,0,0,0,7,2,2,6,2,3,2,2,3,2,6,6,7,6,4,4,4,4,6,6,6,6,2,2,"",NA,"",1,6,6,6,6,5,6,4,5,5,2,21,"Kazakhstan",1,1,2,2,1,1,""
1095,1,1,1,1,0,0,0,0,0,0,0,0,2,3,2,2,1,2,2,2,1,2,5,5,6,5,4,3,5,2,4,4,5,5,3,2,"",NA,"",2,4,6,7,5,5,5,6,5,4,1,21,"Kazakhstan",1,1,4,4,2,1,"Your jeans are too expensive. I’m a student :D"
1096,1,1,0,0,0,1,0,0,0,0,0,0,6,2,1,2,6,1,2,2,2,2,7,7,7,7,4,4,4,4,6,6,6,6,3,2,"",NA,"",2,7,7,7,7,7,7,7,7,7,2,23,"Bulgaria",1,1,1,4,1,2,""
1097,1,1,1,0,0,1,0,0,0,0,0,0,7,4,7,1,7,1,2,1,1,1,7,6,4,5,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,7,7,6,7,7,7,7,6,7,2,27,"Bulgaria",1,1,1,4,1,2,""
1099,2,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,6,6,4,4,4,4,5,5,5,5,6,6,6,6,3,2,"",NA,"",2,7,6,6,6,6,6,6,6,6,2,18,"Bulgaria",3,1,4,2,1,2,"126"
1100,2,1,0,1,1,1,0,0,0,1,0,0,6,2,4,4,6,2,2,2,4,2,4,7,7,7,4,6,6,6,4,6,7,7,3,2,"",NA,"",1,7,7,7,7,6,7,7,6,7,2,22,"Bulgaria",1,1,2,2,1,1,"When I search for a jeans, I don't really think about the brand. For me important is the price-quality ratio and also the design."
1102,3,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,1,3,2,2,2,2,5,4,6,5,4,4,5,4,2,4,4,3,3,1,"Mystery subscription boxes",1,"Sex toy subscription box",2,3,3,4,5,4,4,5,3,2,1,23,"Bulgaria",1,1,4,5,1,2,""
1104,1,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,1,2,"",NA,"",2,1,7,7,7,7,6,7,1,1,2,32,"Bulgaria",1,1,3,5,1,2,""
1105,3,1,1,1,1,1,1,0,1,1,1,0,7,6,6,7,6,6,1,6,3,4,7,6,7,7,6,6,6,6,7,7,7,7,2,1,"amazon mystery boxes",2,"",2,7,7,7,7,7,6,7,7,7,1,29,"Germany",1,3,1,5,1,2,""
1106,2,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,5,5,6,5,5,5,5,5,6,6,6,6,2,2,"",NA,"",1,6,5,4,4,6,5,5,6,6,2,28,"Bulgaria",1,3,1,5,1,2,""
1107,2,1,0,1,1,1,1,0,1,0,0,0,7,1,7,7,7,5,1,5,1,1,7,7,7,7,5,5,6,6,6,6,7,6,2,2,"",NA,"",1,6,6,6,6,6,7,6,7,6,2,30,"Germany",3,3,1,5,1,2,""
1108,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,4,5,1,1,5,4,2,1,7,3,7,4,1,1,"Mystery box",2,"",1,7,4,6,4,7,5,5,5,4,2,24,"Bulgaria",1,1,2,2,1,1,""
1110,3,1,0,1,1,1,1,0,1,1,1,0,7,4,6,7,4,4,3,7,6,6,6,6,6,7,5,5,6,6,6,7,7,7,1,2,"",NA,"",1,5,6,5,7,5,7,6,5,6,1,23,"Bulgaria",1,1,4,2,1,1,""
1112,1,1,0,1,1,1,0,1,1,1,0,0,7,1,5,7,3,2,3,6,2,4,7,4,7,6,6,5,5,3,7,6,7,7,1,2,"",NA,"",1,7,7,7,6,7,7,6,6,7,1,22,"Bulgaria",2,1,2,3,1,1,""
1114,1,1,0,1,1,1,0,0,1,1,1,0,7,2,6,7,6,2,2,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,2,2,"",NA,"",1,6,5,4,4,6,2,4,4,5,1,24,"Bulgaria",1,1,1,2,1,1,""
1115,3,0,0,0,0,1,0,0,0,0,0,0,4,4,5,3,3,4,4,4,2,7,1,2,6,3,1,1,4,1,6,5,4,4,3,2,"",NA,"",2,4,2,5,6,4,5,2,6,4,2,25,"Bulgaria",1,1,4,2,1,1,"126"
1117,2,1,1,0,0,0,0,0,0,0,1,0,7,7,4,3,2,1,1,1,4,5,7,6,7,7,4,4,3,3,6,6,5,4,3,2,"",NA,"",1,6,5,6,3,7,5,4,7,4,2,54,"Germany",2,3,1,2,2,2,"When I have to choose between different market of jeans, I will first prefer Levis. But, when price of other market is less and I take pleasure in these."
1119,1,1,0,1,0,0,1,0,0,0,0,0,4,1,4,2,1,2,1,2,2,3,6,6,6,6,7,7,7,7,7,7,7,7,3,2,"",NA,"",2,6,6,6,6,6,5,6,7,6,1,23,"Azerbaijan",3,1,4,5,1,1,""
1121,1,1,0,0,0,0,0,1,0,0,0,0,4,4,2,2,3,2,6,1,1,1,6,7,7,2,2,2,2,2,6,6,6,6,3,2,"",NA,"",2,5,2,2,1,2,2,2,6,4,2,28,"Egypt",1,1,4,4,1,2,""
1122,2,1,1,0,0,1,0,0,0,0,1,0,7,7,6,3,6,3,3,3,5,4,5,6,6,5,4,4,4,4,2,2,2,2,2,2,"",NA,"",2,6,6,4,6,4,6,6,6,6,2,31,"Germany",1,3,1,5,1,2,""
1123,1,1,0,1,1,1,0,0,1,1,1,0,5,2,5,4,5,4,2,3,5,5,6,6,6,5,4,4,4,4,5,6,6,6,2,2,"",NA,"",2,6,7,7,7,6,5,6,7,6,1,25,"Germany",2,1,2,4,1,1,""
1124,2,1,1,1,1,1,1,0,1,1,1,0,6,6,5,6,6,6,4,5,5,6,6,7,6,6,4,4,4,4,7,7,6,6,2,2,"",NA,"",2,7,6,7,7,6,7,6,7,6,2,29,"Germany",2,3,3,5,2,2,""
